CustomerID,Recency,Frequency,Monetary,ClusterID
12434,0.6132931,0,0.31943,2
12435,0.6555891,0.01315789,0.3194493,2
12436,0.407855,0.00877193,0.319604,2
12437,0.978852,0.01315789,0.319807,2
12438,0.5951661,0.02192982,0.3198553,2
12441,0.1329305,0.06140351,0.3199385,3
12442,0.3806646,0.01754386,0.319979,3
12444,0.8066465,0.01315789,0.3200196,2
12445,0.6253777,0.09649123,0.3201337,2
12446,0.4652568,0,0.3201936,2
12447,0.2809668,0.004385965,0.320242,3
12448,0.8610272,0.131579,0.3202864,2
12449,0.2990937,0.004385965,0.3203676,3
12450,0.1933535,0.004385965,0.3205126,3
12451,0.6555891,0.01754386,0.3210056,2
12452,0.0755287,0.0745614,0.3211777,3
12453,0.4622357,0.07894737,0.3214058,2
12454,0.4652568,0.04385965,0.321487,2
12455,0.09063444,0.02631579,0.3215953,3
12456,0.8066465,0,0.3216726,2
12457,0.102719,0.02631579,0.3217228,3
12458,0.5498489,0.03070175,0.3217886,2
12461,0.7432024,0.04824561,0.3219626,2
12462,0.1752266,0.00877193,0.3220206,3
12463,0.7009063,0.09649123,0.3220786,2
12464,0.5135952,0.1096491,0.3221327,2
12465,0.2114804,0.02192982,0.3222525,3
12468,0.2205438,0.004385965,0.3223492,3
12471,0.05135952,0.00877193,0.3223686,3
12472,0.6586103,0.02192982,0.3224961,2
12473,0.2416918,0.01754386,0.3225136,3
12474,0.8489426,0.004385965,0.3225812,2
12475,0.978852,0,0.3226237,2
12476,0.6555891,0,0.3226237,2
12477,0.8912387,0,0.3226237,2
12478,0.5317221,0.00877193,0.3226585,2
12479,0.08761329,0.01754386,0.3227165,3
12480,0.7885196,0.00877193,0.3228132,2
12481,0.02719033,0.00877193,0.3228325,3
12483,0.02114804,0.004385965,0.3228519,3
12484,0.918429,0,0.3231805,2
12488,0.8549849,0,0.3231805,2
12489,0.06646526,0.05701754,0.3233739,3
12490,0.4380665,0.004385965,0.3234705,2
12491,0.02114804,0.01754386,0.3234898,3
12492,0.5438067,0.02631579,0.3234937,2
12493,0.1782477,0.01315789,0.3236136,3
12494,0.1661631,0.01315789,0.3236387,3
12497,0.5740181,0.02192982,0.3238301,2
12498,0.2839879,0.04824561,0.3238668,3
12500,0.9123867,0.01754386,0.3241665,2
12501,0.1782477,0.04824561,0.3242341,3
12502,0.7613293,0,0.3243018,2
12503,0.3413897,0.122807,0.3243269,3
12504,0.4833837,0.06578948,0.3245183,2
12505,0.4108761,0.01754386,0.3247658,2
12506,0.04531722,0.004385965,0.3247909,3
12507,0.7734139,0.01754386,0.3249204,2
12508,0.7190332,0.02631579,0.3250654,2
12509,0.6132931,0.01315789,0.3250751,2
12510,0.2960725,0.03508772,0.3250867,3
12512,0.009063444,0.02631579,0.3252568,3
12513,0.4320242,0.00877193,0.3252684,2
12514,0.009063444,0.02631579,0.3252762,3
12515,0.652568,0.07017544,0.3252916,2
12516,0.05740181,0.00877193,0.3253264,3
12517,0.1933535,0.01754386,0.3253844,3
12518,0.6465257,0.02192982,0.3253844,2
12519,0.2779456,0.004385965,0.3255236,3
12520,0.08761329,0.01754386,0.3255932,3
12521,0.06344411,0.01315789,0.3256164,3
12522,0.9607251,0.01315789,0.3256164,2
12523,0.1933535,0.01315789,0.3256261,3
12524,0.1933535,0.02192982,0.325744,3
12526,0.6435046,0.02192982,0.3257943,2
12527,0.6767372,0.01754386,0.3259161,2
12528,0.1782477,0.02631579,0.325976,3
12530,0.6555891,0.01754386,0.3259934,2
12531,0.04229607,0.02192982,0.3259992,3
12532,0.8731118,0.02192982,0.3260417,2
12534,0.102719,0.02192982,0.3260804,3
12535,0.8791541,0.004385965,0.3261094,2
12536,0.9728097,0.01315789,0.3261113,2
12538,0.4984894,0.01754386,0.3262737,2
12539,0.04833837,0.03070175,0.3263008,3
12540,0.1329305,0.00877193,0.3263994,3
12541,0.1752266,0.004385965,0.3264516,3
12544,0.2628399,0.004385965,0.3265444,3
12545,0.8429003,0.02192982,0.3265831,2
12546,0.05438067,0.01315789,0.3267184,3
12547,0.1722054,0.03508772,0.3267435,3
12548,0.9728097,0.02192982,0.326757,2
12550,0.1933535,0.1447368,0.3268092,3
12551,0.1299094,0.06578948,0.326815,3
12552,0.0755287,0.03508772,0.3268962,3
12553,0.4471299,0.02192982,0.326902,2
12556,0.7069486,0.03070175,0.3269697,2
12557,0.4803625,0.04824561,0.3270354,2
12558,0.9577039,0,0.327105,2
12559,0.7099698,0.02192982,0.3271572,2
12560,0.8882175,0.01315789,0.3272983,2
12561,0.2145015,0.004385965,0.3273563,3
12562,0.03927492,0.00877193,0.3273757,3
12564,0.4743202,0.004385965,0.3274143,2
12565,0.6374623,0.254386,0.3274279,2
12566,0.7039275,0.03070175,0.3274317,2
12567,0.8247734,0.02631579,0.3274607,2
12569,0.6344411,0.03070175,0.3274724,2
12571,0.08761329,0.02192982,0.3275304,3
12572,0.8700907,0,0.3275304,2
12573,0.1903323,0.01315789,0.3275883,3
12574,0.7401813,0.03070175,0.3276115,2
12576,0.02719033,0.02192982,0.3276753,3
12577,0.4259819,0.1491228,0.3277488,2
12578,0.5589124,0.01754386,0.32783,2
12579,0.265861,0.02192982,0.3278397,3
12580,0.01812689,0,0.327975,3
12581,0.2205438,0.02631579,0.3280427,3
12582,0.1812689,0.02192982,0.3281335,3
12583,0.7371601,0.02631579,0.328149,2
12584,0.3655589,0.03508772,0.3281876,3
12585,0.08761329,0.03947368,0.328381,3
12586,0.0755287,0.01754386,0.3284699,3
12587,0.9607251,0.02631579,0.3285221,2
12588,0.9818731,0.02631579,0.328642,2
12589,0.05740181,0.00877193,0.328671,3
12590,0.07854985,0.01315789,0.3287386,3
12591,0.9214501,0.07894737,0.3287618,2
12592,0.8217523,0.06578948,0.3287889,2
12593,0.1963746,0.02192982,0.3288217,3
12594,0.8308157,0.02631579,0.328845,2
12596,0.1148036,0.02192982,0.3289377,3
12597,0.6435046,0.03070175,0.3289668,2
12598,0.1570997,0.01754386,0.3290112,3
12599,0.8247734,0.02631579,0.3290963,2
12600,0.8549849,0.08333334,0.3291253,2
12601,0.1389728,0.1008772,0.3291755,3
12602,0.8489426,0.04824561,0.3292084,2
12603,0.08459215,0.07894737,0.3292084,3
12604,0.06344411,0.02631579,0.3292239,3
12605,0.5619335,0.02631579,0.3292413,2
12607,0.5377644,0.03508772,0.3292799,2
12609,0.1480363,0.03508772,0.3292896,3
12610,0.1540785,0.127193,0.3292896,3
12611,0.489426,0.1008772,0.3293128,2
12612,0.734139,0.04824561,0.3293225,2
12613,0.6435046,0.07017544,0.3293573,2
12614,0.3867069,0.03947368,0.3293959,3
12615,0.1963746,0.131579,0.3294597,3
12616,0.102719,0.1140351,0.3295177,3
12617,0.2598187,0.01315789,0.3295371,3
12618,0.6767372,0.06578948,0.3295699,2
12619,0.6797583,0.03947368,0.3295835,2
12620,0.08761329,0.09210526,0.3295989,3
12621,0.1540785,0.02192982,0.3296105,3
12622,0.7311178,0.05701754,0.3296279,2
12623,0.9425982,0.03070175,0.3296666,2
12624,0.7250755,0.0877193,0.3296666,2
12625,0.6283988,0.05263158,0.3296763,2
12626,0.5166163,0.06578948,0.3297381,2
12627,0.8731118,0.03070175,0.3298,2
12628,0.1117825,0.0745614,0.3298077,3
12630,0.7945619,0.01754386,0.3298116,2
12631,0.7039275,0.03508772,0.3298116,2
12633,0.9365559,0.01315789,0.3298387,2
12635,0.05135952,0.06140351,0.3299083,3
12637,0.1208459,0.02192982,0.3299295,3
12638,0.0755287,0.03508772,0.3299353,3
12639,0.2296073,0.122807,0.3299431,3
12640,0.09365559,0.1052632,0.3299527,3
12641,0.03323263,0.1008772,0.329974,3
12642,0.1087613,0.0877193,0.3299837,3
12643,0.7915408,0.03070175,0.3300165,2
12644,0.510574,0.06578948,0.3300165,2
12645,0.03021148,0.004385965,0.3300242,3
12646,0.3836858,0.0745614,0.3300571,3
12647,0.2960725,0.0877193,0.3301615,3
12648,0.244713,0.06140351,0.3301905,3
12649,0.4018127,0.02631579,0.3302562,3
12650,0.07854985,0.1359649,0.3302968,3
12651,0.7190332,0.03508772,0.3302968,2
12652,0.8670695,0.03508772,0.3303336,2
12653,0.2567976,0.00877193,0.3305346,3
12654,0.2598187,0.02631579,0.3305559,3
12656,0.1329305,0.04824561,0.3305791,3
12657,0.8338369,0.09210526,0.3305945,2
12658,0.1812689,0.122807,0.3306583,3
12659,0.9305136,0.03947368,0.3306816,2
12660,0.8006042,0.02192982,0.3308266,2
12662,0.2326284,0.004385965,0.3308362,3
12664,0.9154078,0.03070175,0.3308652,2
12665,0.05438067,0.1359649,0.330871,3
12666,0.1601208,0.01754386,0.3309947,3
12667,0.570997,0.09210526,0.3310547,2
12668,0.4259819,0.01754386,0.3310682,2
12669,0.3202417,0.03070175,0.3310682,3
12670,0.009063444,0.1973684,0.331074,3
12672,0.5317221,0.03508772,0.3312422,2
12673,0.9577039,0.02631579,0.3312519,2
12674,0.5589124,0.04385965,0.3312596,2
12676,0.4682779,0.02631579,0.3312615,2
12678,0.8247734,0.00877193,0.3312944,2
12679,0.1329305,0.04385965,0.3312963,3
12680,0.2779456,0.1140351,0.3314046,3
12681,0.3232628,0.122807,0.3314819,3
12682,0.3867069,0.1973684,0.3315457,3
12683,0.8308157,0.1052632,0.3315592,2
12684,0.04531722,0.03070175,0.3315786,3
12685,0.1903323,0.02631579,0.3315902,3
12686,0.7462236,0.04824561,0.3316675,2
12688,0.1510574,0.02192982,0.3318028,3
12689,0.006042296,0.01754386,0.3318802,3
12690,0.5619335,0.03070175,0.3319517,2
12691,0.5740181,0.02192982,0.3319846,2
12693,0.1540785,0.03508772,0.3320116,3
12694,0.04229607,0.07017544,0.3320774,3
12695,0.09969789,0.08333334,0.332147,3
12697,0.7643505,0.02631579,0.3321605,2
12700,0.1540785,0.02192982,0.3321876,3
12701,0.08761329,0.01754386,0.3321895,3
12702,0.305136,0.004385965,0.3322127,3
12703,0.01208459,0.02631579,0.3322513,3
12704,0.08459215,0.02631579,0.3322552,3
12705,0.06344411,0.02631579,0.3322765,3
12707,0.1903323,0.04385965,0.3322861,3
12708,0.8157099,0.01754386,0.3323635,2
12709,0.4864048,0.05263158,0.3324408,2
12710,0.7009063,0.03947368,0.3324505,2
12712,0.755287,0.07017544,0.3325839,2
12713,0.8670695,0.1184211,0.3325877,2
12714,0.03021148,0.06140351,0.3325877,3
12715,0.2779456,0.03070175,0.3327115,3
12716,0.4501511,0.03947368,0.3328468,2
12717,0.7401813,0.01754386,0.3328951,2
12718,0.1359517,0.04385965,0.3331445,3
12719,0.8489426,0.03947368,0.3332276,2
12720,0.4984894,0.02192982,0.3332818,2
12721,0.6132931,0.03070175,0.3333301,2
12722,0.04833837,0.2192982,0.3333456,3
12723,0.9214501,0.03508772,0.3333688,2
12724,0.1570997,0.05263158,0.3333765,3
12725,0.1933535,0.02631579,0.333593,3
12726,0.8549849,0.02192982,0.3336298,2
12727,0.9154078,0.03070175,0.3336491,2
12728,0.06344411,0.01315789,0.3336588,3
12729,0.02719033,0.131579,0.3336781,3
12731,0.3655589,0.02631579,0.3337013,3
12732,0.592145,0.03070175,0.3337825,2
12733,0.5196375,0.04824561,0.3337941,2
12734,0.6827794,0.1140351,0.3338057,2
12735,0.09667674,0.1096491,0.3338637,3
12736,0.6586103,0.02192982,0.3339101,2
12738,0.6646526,0.03070175,0.3339294,2
12739,0.2900302,0.2149123,0.3340029,3
12740,0.1963746,0.2236842,0.334028,3
12743,0.9728097,0.04385965,0.3341131,2
12744,0.5135952,0.03070175,0.3341131,2
12747,0.07250755,0.03070175,0.3341343,3
12748,0.5981873,0.01754386,0.3341479,2
12749,0.3353474,0.01754386,0.3341517,3
12750,0.7280967,0.131579,0.3341691,2
12752,0.836858,0.08333334,0.3343103,2
12753,0.7583082,0.004385965,0.3343161,2
12754,0.02719033,0.01754386,0.3343547,3
12755,0.510574,0.02631579,0.3344417,2
12756,0.5226586,0.03947368,0.3345287,2
12757,0.1963746,0.1447368,0.3345539,3
12758,0.3172205,0.03508772,0.3345751,3
12759,0.8096676,0.0877193,0.3346022,2
12762,0.3564955,0.02631579,0.3346099,3
12763,0.04833837,0.07017544,0.334664,3
12764,0.7975831,0.03947368,0.3346795,2
12766,0.3383686,0.06578948,0.3347375,3
12769,0.08459215,0.03070175,0.3347607,3
12770,0.3353474,0.03508772,0.3347917,3
12772,0.5770393,0.07894737,0.3348091,2
12775,0.6978852,0.02192982,0.3348091,2
12778,0.04833837,0.02192982,0.3348381,3
12779,0.06042296,0.05701754,0.3348458,3
12781,0.0755287,0.02631579,0.3348497,3
12782,0.1963746,0.03947368,0.3350005,3
12783,0.4048338,0.03947368,0.3350024,3
12784,0.8126888,0.03947368,0.3350391,2
12785,0.8338369,0.04385965,0.33507,2
12787,0.2386707,0.05701754,0.3351802,3
12789,0.8006042,0.0877193,0.3352073,2
12790,0.6495468,0.05701754,0.3352943,2
12791,0.9244713,0.1008772,0.3353987,2
12792,0.8942598,0.02631579,0.3353987,2
12793,0.8066465,0.01754386,0.335418,2
12794,0.510574,0.03070175,0.335418,2
12795,0.6042296,0.02192982,0.335534,2
12797,0.5498489,0.03947368,0.335563,2
12798,0.02114804,0.01315789,0.335708,3
12802,0.1389728,0.004385965,0.335708,3
12808,0.5951661,0.03070175,0.3358627,2
12809,0.02719033,0.03508772,0.3358839,3
12811,0.1903323,0.02631579,0.335969,3
12812,0.2205438,0.02631579,0.3360309,3
12814,0.4138973,0.122807,0.3360541,2
12815,0.9818731,0.03070175,0.336259,2
12816,0.1903323,0.04385965,0.3362629,3
12817,0.4138973,0.00877193,0.3363112,2
12818,0.5287009,0.1184211,0.3363267,2
12820,0.1087613,0.0877193,0.3363557,3
12821,0.08761329,0.1578947,0.3364021,3
12822,0.918429,0.1052632,0.3365219,2
12823,0.09667674,0.01315789,0.3365664,3
12824,0.0694864,0.02192982,0.3366476,3
12826,0.3172205,0.02192982,0.3366843,3
12827,0.06344411,0.122807,0.3367307,3
12828,0.1178248,0.0877193,0.3367346,3
12829,0.4199396,0.05263158,0.3367674,2
12830,0.7009063,0.08333334,0.3367868,2
12831,0.8338369,0.06140351,0.3367984,2
12832,0.5498489,0.05701754,0.3368467,2
12833,0.7039275,0.02631579,0.336926,2
12834,0.1087613,0.03947368,0.337071,3
12836,0.02114804,0.04385965,0.3371058,3
12837,0.1148036,0.04824561,0.3371193,3
12838,0.5347432,0.1403509,0.3371425,2
12839,0.1782477,0.03070175,0.337187,3
12840,0.2839879,0.03947368,0.3372044,3
12841,0.1601208,0.1491228,0.3372217,3
12842,0.7099698,0.01754386,0.3372256,2
12843,0.2537764,0.1184211,0.3372662,3
12844,0.2205438,0.01315789,0.3372933,3
12845,0.09667674,0.02192982,0.3372933,3
12847,0.5558912,0.01754386,0.337332,2
12849,0.8036254,0.02631579,0.3373609,2
12851,0.8882175,0.03070175,0.3373803,2
12852,0.4350453,0.2061404,0.3373861,2
12853,0.18429,0.02631579,0.3374363,3
12854,0.9667674,0.03947368,0.3374479,2
12855,0.1752266,0.04824561,0.3374712,3
12856,0.06344411,0.1929825,0.3376258,3
12857,0.9305136,0.04385965,0.3376297,2
12863,0.9365559,0.03070175,0.3377205,2
12864,0.1178248,0.02631579,0.3377766,3
12865,0.5558912,0.01315789,0.3378017,2
12866,0.1450151,0.03508772,0.3378114,3
12867,0.7854985,0.03070175,0.3378249,2
12868,0.8549849,0.05701754,0.3378327,2
12870,0.9637462,0.03070175,0.3378346,2
12871,0.918429,0.04824561,0.3378443,2
12872,0.9969789,0.03508772,0.3378675,2
12873,0.0755287,0.1140351,0.337881,3
12875,0.1480363,0.2631579,0.3379061,3
12876,0.4773414,0.1359649,0.3379893,2
12877,0.6163142,0.03947368,0.3380086,2
12878,0.9818731,0.04824561,0.3380144,2
12879,0.3202417,0.04824561,0.3381265,3
12881,0.3927492,0.1052632,0.33814,3
12882,0.3564955,0.03070175,0.3381729,3
12883,0.4773414,0.04824561,0.3382038,2
12884,0.9577039,0.03947368,0.3382251,2
12885,0.1480363,0.122807,0.3382309,3
12886,0.7039275,0.00877193,0.3382599,2
12888,0.1510574,0.05263158,0.3383566,3
12890,0.6193354,0.02192982,0.3383952,2
12891,0.05438067,0.1140351,0.3384204,3
12893,0.2145015,0.03508772,0.3384223,3
12895,0.8549849,0.03947368,0.338546,2
12897,0.5075529,0.03508772,0.3385789,2
12901,0.7945619,0.03947368,0.3385982,2
12902,0.2356495,0.02192982,0.3386079,3
12904,0.02719033,0.03947368,0.338836,3
12906,0.0694864,0.03947368,0.338838,3
12908,0.4229607,0.03947368,0.3388689,2
12909,0.4712991,0.07894737,0.3388824,2
12910,0.6827794,0.1184211,0.3389056,2
12912,0.1359517,0.1359649,0.3389114,3
12913,0.5619335,0.09210526,0.3389385,2
12915,0.6797583,0.03947368,0.3389849,2
12916,0.1691843,0.05701754,0.3389946,3
12917,0.003021148,0.1885965,0.3390003,3
12919,0.9093655,0.06140351,0.3390042,2
12920,0.06344411,0.1754386,0.3390332,3
12921,0.5498489,0.127193,0.339068,2
12922,0.07250755,0.02631579,0.3391183,3
12923,0.05135952,0.05263158,0.3391241,3
12924,0.1570997,0.2280702,0.3391763,3
12925,0.3111782,0.2105263,0.3392439,3
12928,0.8519638,0.03947368,0.3392459,2
12929,0.8338369,0.07017544,0.3393232,2
12930,0.9667674,0.1754386,0.3393812,2
12931,0.05438067,0.2719298,0.3393947,3
12933,0.6012084,0.01754386,0.3394199,2
12935,0.4954683,0.04824561,0.3394392,2
12936,0.01510574,0.03508772,0.3395011,3
12937,0.3172205,0.1359649,0.3395359,3
12938,0.04833837,0.1184211,0.339619,3
12939,0.0755287,0.1140351,0.3396403,3
12940,0.8429003,0.05263158,0.3396519,2
12942,0.02114804,0.127193,0.339706,3
12943,0.2960725,0.03947368,0.3397678,3
12944,0.9848943,0,0.3397678,2
12945,0.1601208,0.02631579,0.3397775,3
12947,0.4561934,0.25,0.3397814,2
12948,0.1148036,0.2017544,0.3399129,3
12949,0.8459215,0.01315789,0.3399689,2
12950,0.06042296,0.03070175,0.3399766,3
12951,0.081571,0.1359649,0.3400424,3
12952,0.7069486,0.03508772,0.3401255,2
12953,0.9093655,0.01754386,0.3402028,2
12955,0.1389728,0.1754386,0.3402357,3
12956,0.4622357,0.2587719,0.3402512,2
12957,0.326284,0.06578948,0.3402724,3
12962,0.05438067,0.1973684,0.3402744,3
12963,0.1812689,0.1666667,0.340284,3
12965,0.3867069,0.00877193,0.3403478,3
12966,0.08761329,0.05701754,0.340371,3
12967,0.02416918,0.03947368,0.3403942,3
12968,0.3806646,0.07894737,0.3404078,3
12970,0.7160121,0.1447368,0.3404252,2
12971,0.02416918,0.04824561,0.3404677,3
12974,0.006042296,0.1008772,0.3404696,3
12976,0.009063444,0.04385965,0.3405218,3
12977,0.1268882,0.04824561,0.340634,3
12980,0.06344411,0.04385965,0.3406475,3
12981,0.1812689,0.2587719,0.3406939,3
12982,0.5196375,0.08333334,0.3407422,2
12984,0.02719033,0.00877193,0.3407654,3
12985,0.8126888,0.1052632,0.3408795,2
12987,0.06646526,0.03947368,0.3409645,3
12988,0.6163142,0.03508772,0.3410148,2
12989,0.1691843,0.1096491,0.3410419,3
12990,0.7824773,0.07894737,0.3410825,2
12991,0.006042296,0.04824561,0.3411327,3
12993,0.1752266,0.03508772,0.3411695,3
12994,0.6102719,0.02631579,0.3411772,2
12995,0.7975831,0.03070175,0.3412951,2
12997,0.8942598,0.04824561,0.3413241,2
12999,0.1480363,0.03070175,0.3413454,3
13000,0.1570997,0.04824561,0.3414575,3
13001,0.2205438,0.03508772,0.3414885,3
13002,0.1601208,0.1535088,0.341502,3
13003,0.01812689,0.1403509,0.3415793,3
13004,0.1903323,0.06578948,0.3415793,3
13005,0.4743202,0.04824561,0.3416334,2
13006,0.7734139,0.05701754,0.3416624,2
13008,0.7432024,0,0.3417398,2
13011,0.3716012,0,0.3417398,3
13012,0.7099698,0.122807,0.3417533,2
13013,0.8549849,0.02631579,0.3419911,2
13014,0.244713,0.04385965,0.3420104,3
13015,0.02114804,0.05263158,0.3420104,3
13016,0.1087613,0.03508772,0.3420259,3
13017,0.1903323,0.122807,0.342082,3
13018,0.4441088,0.03070175,0.3421071,2
13021,0.8036254,0.02631579,0.3421168,2
13023,0.06344411,0.04385965,0.3421477,3
13026,0.5226586,0.05263158,0.3421535,2
13027,0.939577,0.07894737,0.3423236,2
13028,0.1087613,0.4385965,0.3423313,3
13029,0.05135952,0.0745614,0.3423313,3
13030,0.9728097,0.06140351,0.3423719,2
13032,0.5226586,0.02192982,0.3423816,2
13033,0.3081571,0.03508772,0.3424164,3
13034,0.06042296,0.1666667,0.3424589,3
13035,0.9758308,0.03947368,0.3424647,2
13037,0.7220544,0.05263158,0.3424667,2
13038,0.009063444,0.03508772,0.3424667,3
13040,0.5981873,0,0.3424744,2
13043,0.6586103,0,0.3424744,2
13044,0.4501511,0.04385965,0.3425073,2
13045,0.1359517,0.02631579,0.3425401,3
13046,0.04833837,0.04824561,0.3426561,3
13047,0.6978852,0.04385965,0.3426871,2
13048,0.510574,0.2894737,0.3427354,2
13049,0.09365559,0.03070175,0.3427605,3
13050,0.836858,0.03947368,0.3427837,2
13052,0.3836858,0.03947368,0.3428321,3
13055,0.6042296,0.1052632,0.3428495,2
13058,0.1782477,0.04824561,0.3428785,3
13059,0.223565,0.2280702,0.3428785,3
13060,0.006042296,0.3026316,0.3429906,3
13061,0.03021148,0.2280702,0.3432032,3
13062,0.4018127,0.122807,0.34324,3
13064,0.7522659,0.03070175,0.343325,2
13065,0.08459215,0.07017544,0.3433328,3
13066,0.8036254,0.03070175,0.3433637,2
13067,0.1268882,0.03947368,0.343383,3
13068,0.06646526,0.06140351,0.3434778,3
13069,0.081571,0.07017544,0.3434913,3
13070,0.0694864,0.04385965,0.3435184,3
13072,0.6978852,0.04385965,0.3435648,2
13075,0.7220544,0.03947368,0.343644,2
13077,0.6555891,0.004385965,0.3437117,2
13078,0.04833837,0.04824561,0.3437233,3
13079,0.7311178,0.03070175,0.34376,2
13080,0.3444109,0.03947368,0.3438084,3
13081,0.05438067,0.02631579,0.3438296,3
13082,0.05135952,0.03947368,0.3438722,3
13083,0.407855,0.0745614,0.3440249,3
13085,0.9516616,0.06578948,0.34405,2
13089,0.4652568,0.131579,0.3440771,2
13090,0.03323263,0.3552631,0.3441544,3
13091,0.1722054,0.03508772,0.3441815,3
13092,0.4410876,0.122807,0.3441989,2
13093,0.4773414,0.04824561,0.3442182,2
13094,0.09063444,0.1447368,0.3442414,3
13095,0.6555891,0.09210526,0.3443323,2
13097,0.5951661,0.08333334,0.3443864,2
13098,0.1329305,0.2017544,0.344485,3
13099,0.5377644,0.05263158,0.3444985,2
13101,0.1148036,0.05701754,0.3445024,3
13102,0.8640484,0.03947368,0.3445817,2
13103,0.03323263,0.2763158,0.3446377,3
13104,0.2114804,0.06140351,0.3446493,3
13106,0.1903323,0.04824561,0.3446609,3
13107,0.5135952,0.03947368,0.3447035,2
13108,0.102719,0.1052632,0.3447711,3
13109,0.081571,0.04824561,0.3448021,3
13110,0.03323263,0.1666667,0.3448272,3
13113,0.04229607,0.1622807,0.3448562,3
13115,0.5226586,0.02631579,0.344976,2
13116,0.1148036,0.04824561,0.3451268,3
13117,0.5196375,0.1885965,0.345152,2
13118,0.1812689,0.254386,0.345208,3
13120,0.223565,0.04385965,0.3452564,3
13121,0.09667674,0.254386,0.3452622,3
13122,0.1268882,0.04824561,0.345266,3
13124,0.2749245,0.03947368,0.3453047,3
13126,0.3504532,0.03947368,0.345326,3
13127,0.2356495,0.05701754,0.3454458,3
13130,0.102719,0.1578947,0.3455444,3
13131,0.4138973,0.1096491,0.3455483,2
13132,0.1057402,0.02192982,0.3455966,3
13133,0.0694864,0.05701754,0.345616,3
13134,0.1963746,0.05263158,0.3456739,3
13135,0.429003,0.06578948,0.3457107,2
13136,0.4229607,0.1929825,0.3457609,2
13137,0.9728097,0.05701754,0.3457899,2
13138,0.04229607,0.06140351,0.3459137,3
13139,0.003021148,0.04824561,0.345933,3
13140,0.8338369,0.05701754,0.3459543,2
13141,0.6706949,0.1140351,0.3459736,2
13142,0.1570997,0.1710526,0.3459794,3
13144,0.4712991,0.04385965,0.3459968,2
13145,0.06042296,0.2850877,0.3460761,3
13146,0.08459215,0.02192982,0.346078,3
13147,0.9969789,0.00877193,0.3460799,2
13148,0.1178248,0.06140351,0.3460915,3
13149,0.4682779,0.03070175,0.3461244,2
13151,0.4138973,0.03070175,0.3461283,2
13153,0.5558912,0.05263158,0.3462578,2
