Recency,Frequency,Monetary,ClusterID
0.6374623,0.254386,0.3274279,1
0.7039275,0.03070175,0.3274317,1
0.8247734,0.02631579,0.3274607,1
0.6344411,0.03070175,0.3274724,1
0.08761329,0.02192982,0.3275304,3
0.8700907,0,0.3275304,1
0.1903323,0.01315789,0.3275883,3
0.7401813,0.03070175,0.3276115,1
0.02719033,0.02192982,0.3276753,3
0.4259819,0.1491228,0.3277488,3
0.5589124,0.01754386,0.32783,3
0.265861,0.02192982,0.3278397,3
0.01812689,0,0.327975,3
0.2205438,0.02631579,0.3280427,3
0.1812689,0.02192982,0.3281335,3
0.7371601,0.02631579,0.328149,1
0.3655589,0.03508772,0.3281876,3
0.08761329,0.03947368,0.328381,3
0.0755287,0.01754386,0.3284699,3
0.9607251,0.02631579,0.3285221,1
0.9818731,0.02631579,0.328642,1
0.05740181,0.00877193,0.328671,3
0.07854985,0.01315789,0.3287386,3
0.9214501,0.07894737,0.3287618,1
0.8217523,0.06578948,0.3287889,1
0.1963746,0.02192982,0.3288217,3
0.8308157,0.02631579,0.328845,1
0.1148036,0.02192982,0.3289377,3
0.6435046,0.03070175,0.3289668,1
0.1570997,0.01754386,0.3290112,3
0.8247734,0.02631579,0.3290963,1
0.8549849,0.08333334,0.3291253,1
0.1389728,0.1008772,0.3291755,3
0.8489426,0.04824561,0.3292084,1
0.08459215,0.07894737,0.3292084,3
0.06344411,0.02631579,0.3292239,3
0.5619335,0.02631579,0.3292413,3
0.5377644,0.03508772,0.3292799,3
0.1480363,0.03508772,0.3292896,3
0.1540785,0.127193,0.3292896,3
0.489426,0.1008772,0.3293128,3
0.734139,0.04824561,0.3293225,1
0.6435046,0.07017544,0.3293573,1
0.3867069,0.03947368,0.3293959,3
0.1963746,0.131579,0.3294597,3
0.102719,0.1140351,0.3295177,3
0.2598187,0.01315789,0.3295371,3
0.6767372,0.06578948,0.3295699,1
0.6797583,0.03947368,0.3295835,1
0.08761329,0.09210526,0.3295989,3
0.1540785,0.02192982,0.3296105,3
0.7311178,0.05701754,0.3296279,1
0.9425982,0.03070175,0.3296666,1
0.7250755,0.0877193,0.3296666,1
0.6283988,0.05263158,0.3296763,1
0.5166163,0.06578948,0.3297381,3
0.8731118,0.03070175,0.3298,1
0.1117825,0.0745614,0.3298077,3
0.7945619,0.01754386,0.3298116,1
0.7039275,0.03508772,0.3298116,1
0.9365559,0.01315789,0.3298387,1
0.05135952,0.06140351,0.3299083,3
0.1208459,0.02192982,0.3299295,3
0.0755287,0.03508772,0.3299353,3
0.2296073,0.122807,0.3299431,3
0.09365559,0.1052632,0.3299527,3
0.03323263,0.1008772,0.329974,3
0.1087613,0.0877193,0.3299837,3
0.7915408,0.03070175,0.3300165,1
0.510574,0.06578948,0.3300165,3
0.03021148,0.004385965,0.3300242,3
0.3836858,0.0745614,0.3300571,3
0.2960725,0.0877193,0.3301615,3
0.244713,0.06140351,0.3301905,3
0.4018127,0.02631579,0.3302562,3
0.07854985,0.1359649,0.3302968,3
0.7190332,0.03508772,0.3302968,1
0.8670695,0.03508772,0.3303336,1
0.2567976,0.00877193,0.3305346,3
0.2598187,0.02631579,0.3305559,3
0.1329305,0.04824561,0.3305791,3
0.8338369,0.09210526,0.3305945,1
0.1812689,0.122807,0.3306583,3
0.9305136,0.03947368,0.3306816,1
0.8006042,0.02192982,0.3308266,1
0.2326284,0.004385965,0.3308362,3
0.9154078,0.03070175,0.3308652,1
0.05438067,0.1359649,0.330871,3
0.1601208,0.01754386,0.3309947,3
0.570997,0.09210526,0.3310547,3
0.4259819,0.01754386,0.3310682,3
0.3202417,0.03070175,0.3310682,3
0.009063444,0.1973684,0.331074,3
0.5317221,0.03508772,0.3312422,3
0.9577039,0.02631579,0.3312519,1
0.5589124,0.04385965,0.3312596,3
0.4682779,0.02631579,0.3312615,3
0.8247734,0.00877193,0.3312944,1
0.1329305,0.04385965,0.3312963,3
0.2779456,0.1140351,0.3314046,3
0.3232628,0.122807,0.3314819,3
0.3867069,0.1973684,0.3315457,3
0.8308157,0.1052632,0.3315592,1
0.04531722,0.03070175,0.3315786,3
0.1903323,0.02631579,0.3315902,3
0.7462236,0.04824561,0.3316675,1
0.1510574,0.02192982,0.3318028,3
0.006042296,0.01754386,0.3318802,3
0.5619335,0.03070175,0.3319517,3
0.5740181,0.02192982,0.3319846,1
0.1540785,0.03508772,0.3320116,3
0.04229607,0.07017544,0.3320774,3
0.09969789,0.08333334,0.332147,3
0.7643505,0.02631579,0.3321605,1
0.1540785,0.02192982,0.3321876,3
0.08761329,0.01754386,0.3321895,3
0.305136,0.004385965,0.3322127,3
0.01208459,0.02631579,0.3322513,3
0.08459215,0.02631579,0.3322552,3
0.06344411,0.02631579,0.3322765,3
0.1903323,0.04385965,0.3322861,3
0.8157099,0.01754386,0.3323635,1
0.4864048,0.05263158,0.3324408,3
0.7009063,0.03947368,0.3324505,1
0.755287,0.07017544,0.3325839,1
0.8670695,0.1184211,0.3325877,1
0.03021148,0.06140351,0.3325877,3
0.2779456,0.03070175,0.3327115,3
0.4501511,0.03947368,0.3328468,3
0.7401813,0.01754386,0.3328951,1
0.1359517,0.04385965,0.3331445,3
0.8489426,0.03947368,0.3332276,1
0.4984894,0.02192982,0.3332818,3
0.6132931,0.03070175,0.3333301,1
0.04833837,0.2192982,0.3333456,3
0.9214501,0.03508772,0.3333688,1
0.1570997,0.05263158,0.3333765,3
0.1933535,0.02631579,0.333593,3
0.8549849,0.02192982,0.3336298,1
0.9154078,0.03070175,0.3336491,1
0.06344411,0.01315789,0.3336588,3
0.02719033,0.131579,0.3336781,3
0.3655589,0.02631579,0.3337013,3
0.592145,0.03070175,0.3337825,1
0.5196375,0.04824561,0.3337941,3
0.6827794,0.1140351,0.3338057,1
0.09667674,0.1096491,0.3338637,3
0.6586103,0.02192982,0.3339101,1
0.6646526,0.03070175,0.3339294,1
0.2900302,0.2149123,0.3340029,3
0.1963746,0.2236842,0.334028,3
0.9728097,0.04385965,0.3341131,1
0.5135952,0.03070175,0.3341131,3
0.07250755,0.03070175,0.3341343,3
0.5981873,0.01754386,0.3341479,1
0.3353474,0.01754386,0.3341517,3
0.7280967,0.131579,0.3341691,1
0.836858,0.08333334,0.3343103,1
0.7583082,0.004385965,0.3343161,1
0.02719033,0.01754386,0.3343547,3
0.510574,0.02631579,0.3344417,3
0.5226586,0.03947368,0.3345287,3
0.1963746,0.1447368,0.3345539,3
0.3172205,0.03508772,0.3345751,3
0.8096676,0.0877193,0.3346022,1
0.3564955,0.02631579,0.3346099,3
0.04833837,0.07017544,0.334664,3
0.7975831,0.03947368,0.3346795,1
0.3383686,0.06578948,0.3347375,3
0.08459215,0.03070175,0.3347607,3
0.3353474,0.03508772,0.3347917,3
0.5770393,0.07894737,0.3348091,3
0.6978852,0.02192982,0.3348091,1
0.04833837,0.02192982,0.3348381,3
0.06042296,0.05701754,0.3348458,3
0.0755287,0.02631579,0.3348497,3
0.1963746,0.03947368,0.3350005,3
0.4048338,0.03947368,0.3350024,3
0.8126888,0.03947368,0.3350391,1
0.8338369,0.04385965,0.33507,1
0.2386707,0.05701754,0.3351802,3
0.8006042,0.0877193,0.3352073,1
0.6495468,0.05701754,0.3352943,1
0.9244713,0.1008772,0.3353987,1
0.8942598,0.02631579,0.3353987,1
0.8066465,0.01754386,0.335418,1
0.510574,0.03070175,0.335418,3
0.6042296,0.02192982,0.335534,1
0.5498489,0.03947368,0.335563,3
0.02114804,0.01315789,0.335708,3
0.1389728,0.004385965,0.335708,3
0.5951661,0.03070175,0.3358627,1
0.02719033,0.03508772,0.3358839,3
0.1903323,0.02631579,0.335969,3
0.2205438,0.02631579,0.3360309,3
0.4138973,0.122807,0.3360541,3
0.9818731,0.03070175,0.336259,1
0.1903323,0.04385965,0.3362629,3
0.4138973,0.00877193,0.3363112,3
0.5287009,0.1184211,0.3363267,3
0.1087613,0.0877193,0.3363557,3
0.08761329,0.1578947,0.3364021,3
0.918429,0.1052632,0.3365219,1
0.09667674,0.01315789,0.3365664,3
0.0694864,0.02192982,0.3366476,3
0.3172205,0.02192982,0.3366843,3
0.06344411,0.122807,0.3367307,3
0.1178248,0.0877193,0.3367346,3
0.4199396,0.05263158,0.3367674,3
0.7009063,0.08333334,0.3367868,1
0.8338369,0.06140351,0.3367984,1
0.5498489,0.05701754,0.3368467,3
0.7039275,0.02631579,0.336926,1
0.1087613,0.03947368,0.337071,3
0.02114804,0.04385965,0.3371058,3
0.1148036,0.04824561,0.3371193,3
0.5347432,0.1403509,0.3371425,3
0.1782477,0.03070175,0.337187,3
0.2839879,0.03947368,0.3372044,3
0.1601208,0.1491228,0.3372217,3
0.7099698,0.01754386,0.3372256,1
0.2537764,0.1184211,0.3372662,3
0.2205438,0.01315789,0.3372933,3
0.09667674,0.02192982,0.3372933,3
0.5558912,0.01754386,0.337332,3
0.8036254,0.02631579,0.3373609,1
0.8882175,0.03070175,0.3373803,1
0.4350453,0.2061404,0.3373861,3
0.18429,0.02631579,0.3374363,3
0.9667674,0.03947368,0.3374479,1
0.1752266,0.04824561,0.3374712,3
0.06344411,0.1929825,0.3376258,3
0.9305136,0.04385965,0.3376297,1
0.9365559,0.03070175,0.3377205,1
0.1178248,0.02631579,0.3377766,3
0.5558912,0.01315789,0.3378017,3
0.1450151,0.03508772,0.3378114,3
0.7854985,0.03070175,0.3378249,1
0.8549849,0.05701754,0.3378327,1
0.9637462,0.03070175,0.3378346,1
0.918429,0.04824561,0.3378443,1
0.9969789,0.03508772,0.3378675,1
0.0755287,0.1140351,0.337881,3
0.1480363,0.2631579,0.3379061,3
0.4773414,0.1359649,0.3379893,3
0.6163142,0.03947368,0.3380086,1
0.9818731,0.04824561,0.3380144,1
0.3202417,0.04824561,0.3381265,3
0.3927492,0.1052632,0.33814,3
0.3564955,0.03070175,0.3381729,3
0.4773414,0.04824561,0.3382038,3
0.9577039,0.03947368,0.3382251,1
0.1480363,0.122807,0.3382309,3
0.7039275,0.00877193,0.3382599,1
0.1510574,0.05263158,0.3383566,3
0.6193354,0.02192982,0.3383952,1
0.05438067,0.1140351,0.3384204,3
0.2145015,0.03508772,0.3384223,3
0.8549849,0.03947368,0.338546,1
0.5075529,0.03508772,0.3385789,3
0.7945619,0.03947368,0.3385982,1
0.2356495,0.02192982,0.3386079,3
0.02719033,0.03947368,0.338836,3
0.0694864,0.03947368,0.338838,3
0.4229607,0.03947368,0.3388689,3
0.4712991,0.07894737,0.3388824,3
0.6827794,0.1184211,0.3389056,1
0.1359517,0.1359649,0.3389114,3
0.5619335,0.09210526,0.3389385,3
0.6797583,0.03947368,0.3389849,1
0.1691843,0.05701754,0.3389946,3
0.003021148,0.1885965,0.3390003,3
0.9093655,0.06140351,0.3390042,1
0.06344411,0.1754386,0.3390332,3
0.5498489,0.127193,0.339068,3
0.07250755,0.02631579,0.3391183,3
0.05135952,0.05263158,0.3391241,3
0.1570997,0.2280702,0.3391763,3
0.3111782,0.2105263,0.3392439,3
0.8519638,0.03947368,0.3392459,1
0.8338369,0.07017544,0.3393232,1
0.9667674,0.1754386,0.3393812,1
0.05438067,0.2719298,0.3393947,3
0.6012084,0.01754386,0.3394199,1
0.4954683,0.04824561,0.3394392,3
0.01510574,0.03508772,0.3395011,3
0.3172205,0.1359649,0.3395359,3
0.04833837,0.1184211,0.339619,3
0.0755287,0.1140351,0.3396403,3
0.8429003,0.05263158,0.3396519,1
0.02114804,0.127193,0.339706,3
0.2960725,0.03947368,0.3397678,3
0.9848943,0,0.3397678,1
0.1601208,0.02631579,0.3397775,3
0.4561934,0.25,0.3397814,3
0.1148036,0.2017544,0.3399129,3
0.8459215,0.01315789,0.3399689,1
0.06042296,0.03070175,0.3399766,3
0.081571,0.1359649,0.3400424,3
0.7069486,0.03508772,0.3401255,1
0.9093655,0.01754386,0.3402028,1
0.1389728,0.1754386,0.3402357,3
0.4622357,0.2587719,0.3402512,3
0.326284,0.06578948,0.3402724,3
0.05438067,0.1973684,0.3402744,3
0.1812689,0.1666667,0.340284,3
0.3867069,0.00877193,0.3403478,3
0.08761329,0.05701754,0.340371,3
0.02416918,0.03947368,0.3403942,3
0.3806646,0.07894737,0.3404078,3
0.7160121,0.1447368,0.3404252,1
0.02416918,0.04824561,0.3404677,3
0.006042296,0.1008772,0.3404696,3
0.009063444,0.04385965,0.3405218,3
0.1268882,0.04824561,0.340634,3
0.06344411,0.04385965,0.3406475,3
0.1812689,0.2587719,0.3406939,3
0.5196375,0.08333334,0.3407422,3
0.02719033,0.00877193,0.3407654,3
0.8126888,0.1052632,0.3408795,1
0.06646526,0.03947368,0.3409645,3
0.6163142,0.03508772,0.3410148,1
0.1691843,0.1096491,0.3410419,3
0.7824773,0.07894737,0.3410825,1
0.006042296,0.04824561,0.3411327,3
0.1752266,0.03508772,0.3411695,3
0.6102719,0.02631579,0.3411772,1
0.7975831,0.03070175,0.3412951,1
0.8942598,0.04824561,0.3413241,1
0.1480363,0.03070175,0.3413454,3
0.1570997,0.04824561,0.3414575,3
0.2205438,0.03508772,0.3414885,3
0.1601208,0.1535088,0.341502,3
0.01812689,0.1403509,0.3415793,3
0.1903323,0.06578948,0.3415793,3
0.4743202,0.04824561,0.3416334,3
0.7734139,0.05701754,0.3416624,1
0.7432024,0,0.3417398,1
0.3716012,0,0.3417398,3
0.7099698,0.122807,0.3417533,1
0.8549849,0.02631579,0.3419911,1
0.244713,0.04385965,0.3420104,3
0.02114804,0.05263158,0.3420104,3
0.1087613,0.03508772,0.3420259,3
0.1903323,0.122807,0.342082,3
0.4441088,0.03070175,0.3421071,3
0.8036254,0.02631579,0.3421168,1
0.06344411,0.04385965,0.3421477,3
0.5226586,0.05263158,0.3421535,3
0.939577,0.07894737,0.3423236,1
0.1087613,0.4385965,0.3423313,2
0.05135952,0.0745614,0.3423313,3
0.9728097,0.06140351,0.3423719,1
0.5226586,0.02192982,0.3423816,3
0.3081571,0.03508772,0.3424164,3
0.06042296,0.1666667,0.3424589,3
0.9758308,0.03947368,0.3424647,1
0.7220544,0.05263158,0.3424667,1
0.009063444,0.03508772,0.3424667,3
0.5981873,0,0.3424744,1
0.6586103,0,0.3424744,1
0.4501511,0.04385965,0.3425073,3
0.1359517,0.02631579,0.3425401,3
0.04833837,0.04824561,0.3426561,3
0.6978852,0.04385965,0.3426871,1
0.510574,0.2894737,0.3427354,3
0.09365559,0.03070175,0.3427605,3
0.836858,0.03947368,0.3427837,1
0.3836858,0.03947368,0.3428321,3
0.6042296,0.1052632,0.3428495,1
0.1782477,0.04824561,0.3428785,3
0.223565,0.2280702,0.3428785,3
0.006042296,0.3026316,0.3429906,3
0.03021148,0.2280702,0.3432032,3
0.4018127,0.122807,0.34324,3
0.7522659,0.03070175,0.343325,1
0.08459215,0.07017544,0.3433328,3
0.8036254,0.03070175,0.3433637,1
0.1268882,0.03947368,0.343383,3
0.06646526,0.06140351,0.3434778,3
0.081571,0.07017544,0.3434913,3
0.0694864,0.04385965,0.3435184,3
0.6978852,0.04385965,0.3435648,1
0.7220544,0.03947368,0.343644,1
0.6555891,0.004385965,0.3437117,1
0.04833837,0.04824561,0.3437233,3
0.7311178,0.03070175,0.34376,1
0.3444109,0.03947368,0.3438084,3
0.05438067,0.02631579,0.3438296,3
0.05135952,0.03947368,0.3438722,3
0.407855,0.0745614,0.3440249,3
0.9516616,0.06578948,0.34405,1
0.4652568,0.131579,0.3440771,3
0.03323263,0.3552631,0.3441544,2
0.1722054,0.03508772,0.3441815,3
0.4410876,0.122807,0.3441989,3
0.4773414,0.04824561,0.3442182,3
0.09063444,0.1447368,0.3442414,3
0.6555891,0.09210526,0.3443323,1
0.5951661,0.08333334,0.3443864,1
0.1329305,0.2017544,0.344485,3
0.5377644,0.05263158,0.3444985,3
0.1148036,0.05701754,0.3445024,3
0.8640484,0.03947368,0.3445817,1
0.03323263,0.2763158,0.3446377,3
0.2114804,0.06140351,0.3446493,3
0.1903323,0.04824561,0.3446609,3
0.5135952,0.03947368,0.3447035,3
0.102719,0.1052632,0.3447711,3
0.081571,0.04824561,0.3448021,3
0.03323263,0.1666667,0.3448272,3
0.04229607,0.1622807,0.3448562,3
0.5226586,0.02631579,0.344976,3
0.1148036,0.04824561,0.3451268,3
0.5196375,0.1885965,0.345152,3
0.1812689,0.254386,0.345208,3
0.223565,0.04385965,0.3452564,3
0.09667674,0.254386,0.3452622,3
0.1268882,0.04824561,0.345266,3
0.2749245,0.03947368,0.3453047,3
0.3504532,0.03947368,0.345326,3
0.2356495,0.05701754,0.3454458,3
0.102719,0.1578947,0.3455444,3
0.4138973,0.1096491,0.3455483,3
0.1057402,0.02192982,0.3455966,3
0.0694864,0.05701754,0.345616,3
0.1963746,0.05263158,0.3456739,3
0.429003,0.06578948,0.3457107,3
0.4229607,0.1929825,0.3457609,3
0.9728097,0.05701754,0.3457899,1
0.04229607,0.06140351,0.3459137,3
0.003021148,0.04824561,0.345933,3
0.8338369,0.05701754,0.3459543,1
0.6706949,0.1140351,0.3459736,1
0.1570997,0.1710526,0.3459794,3
0.4712991,0.04385965,0.3459968,3
0.06042296,0.2850877,0.3460761,3
0.08459215,0.02192982,0.346078,3
0.9969789,0.00877193,0.3460799,1
0.1178248,0.06140351,0.3460915,3
0.4682779,0.03070175,0.3461244,3
0.4138973,0.03070175,0.3461283,3
0.5558912,0.05263158,0.3462578,3
0.5528701,0.04824561,0.3463699,3
0.009063444,0.2192982,0.346397,3
0.04833837,0.1052632,0.3464337,3
0.2114804,0.01754386,0.3464956,3
0.652568,0.02192982,0.3465053,1
0.9637462,0.02192982,0.3465536,1
0.1782477,0.04385965,0.3465613,3
0.7885196,0.1929825,0.3465652,1
0.7915408,0.04385965,0.3465903,1
0.2326284,0.01754386,0.3466735,3
0.9818731,0.1184211,0.3467585,1
0.6827794,0.1096491,0.3467643,1
0.02416918,0.05701754,0.3469422,3
0.1812689,0.03508772,0.3470466,3
0.1540785,0.2412281,0.3470524,3
0.2114804,0.1008772,0.3471529,3
0.4864048,0.1447368,0.3472805,3
0.6586103,0.01315789,0.3472824,1
0.6374623,0.0877193,0.3472824,1
0.6827794,0.03947368,0.3472979,1
0.01812689,0,0.3473076,3
0.003021148,0.00877193,0.3473076,3
0.1570997,0.02631579,0.347354,3
0.7643505,0.06578948,0.3473868,1
0.8549849,0.06578948,0.3474042,1
0.3806646,0.03947368,0.3475202,3
0.07250755,0.03508772,0.3475492,3
0.2870091,0.04824561,0.3475589,3
0.9123867,0.1578947,0.3475937,1
0.6858006,0.04385965,0.3476362,1
0.05438067,0.2105263,0.3477039,3
0.7432024,0.05263158,0.3477348,1
0.1812689,0.2412281,0.3478547,3
0.9637462,0.07017544,0.3478837,1
0.5830815,0.04824561,0.3479165,1
0.2960725,0,0.3479571,3
0.5891238,0,0.3479842,1
0.8489426,0,0.3479842,1
0.4229607,0.04385965,0.3480306,3
0.5951661,0.03070175,0.3480422,1
0.7885196,0.02631579,0.3480422,1
0.6555891,0.03508772,0.3481505,1
0.1057402,0.1622807,0.3481698,3
0.1299094,0.05263158,0.3482026,3
0.3836858,0.1710526,0.3482065,3
0.1570997,0.03947368,0.3482259,3
0.06344411,0.06140351,0.3483689,3
0.09969789,0.2850877,0.3485274,3
0.5951661,0.1359649,0.3485294,3
0.1299094,0.2324561,0.3485352,3
0.7975831,0.01754386,0.3487575,1
0.1389728,0.1359649,0.348831,3
0.6042296,0.04824561,0.3489121,1
0.1329305,0.09649123,0.3489586,3
0.3232628,0.04824561,0.3490127,3
0.4531722,0.0745614,0.3490398,3
0.9003021,0.1885965,0.3490533,1
0.05438067,0.1754386,0.3490997,3
0.03021148,0.06140351,0.3491055,3
0.2054381,0.03947368,0.3491442,3
0.3202417,0.0745614,0.3491538,3
0.5528701,0.03947368,0.3491828,3
0.0694864,0.05701754,0.3491983,3
0.3504532,0.07894737,0.3492118,3
0.03021148,0.02631579,0.3492331,3
0.510574,0.05701754,0.3492524,3
0.009063444,0.06140351,0.3492679,3
0.1480363,0.04385965,0.3493027,3
0.05438067,0.1929825,0.3493665,3
0.4712991,0.04385965,0.3493955,3
0.1148036,0.03947368,0.3494148,3
0.7885196,0.03508772,0.3494438,1
0.1178248,0.02192982,0.3494496,3
0.07250755,0.05263158,0.3494496,3
0.04531722,0.04385965,0.3495269,3
0.7734139,0.07894737,0.3495695,1
0.7613293,0.1929825,0.3495733,1
0.9607251,0.127193,0.3495849,1
0.1812689,0.04385965,0.3495946,3
0.1691843,0.04385965,0.3496603,3
0.4652568,0.0877193,0.3496681,3
0.003021148,0.03508772,0.3496855,3
0.1540785,0.07017544,0.3497029,3
0.6163142,0.01315789,0.3497241,1
0.2114804,0.07017544,0.3497918,3
0.05135952,0.00877193,0.3498015,3
0.836858,0.05701754,0.3498594,1
0.6706949,0.03508772,0.3499948,1
0.8459215,0.122807,0.3500257,1
0.9516616,0.04385965,0.3501011,1
0.02719033,0.3201754,0.350105,2
0.939577,0.3333333,0.3501146,1
0.1510574,0.03508772,0.3501205,3
0.03021148,0.1666667,0.3501649,3
0.05740181,0.04824561,0.3502074,3
