Recency,Frequency,Monetary,ClusterID
-0.2039873,-0.4441286,-0.2842749,3
0.918584,-1.21147,-0.9061968,1
-0.8677651,-0.4063216,-0.3251686,3
0.7670732,0.1671448,0.139558,1
-0.05744954,-0.1724371,-2.883693,3
0.2087832,0.954303,1.701575,2
-0.2039873,1.387044,2.092901,2
0.0156712,0.6403804,1.332457,2
0.1849506,0.04748934,0.4492452,3
0.4323637,-0.03032627,0.3014594,3
-1.9469,0.7028283,0.6446674,2
-0.1695168,0.9284125,0.8234079,2
-1.183244,-0.2030476,0.7344837,3
-1.305534,0.3377609,0.177281,3
0.8312566,0.09674419,0.1635248,1
-0.5117356,1.811819,1.926638,2
-0.04240473,-0.003829184,0.1625986,3
-1.650062,-0.003829184,0.1018926,3
-1.650062,-0.03032627,-0.2316563,3
-0.5364034,1.612932,2.159202,2
-0.8677651,0.8340219,1.613313,2
-1.183244,0.4153391,0.8186909,2
-0.2958868,-0.3001038,-0.263334,3
0.08399905,-0.5239522,-0.7089093,3
0.9819487,-0.4063216,-0.3488287,1
-1.183244,0.875224,0.6606463,2
0.3100832,-0.8082091,0.5578893,3
-0.731768,-0.4063216,-0.3756488,3
1.687044,1.66284,1.454842,2
-0.8315856,-0.7549554,-1.23825,3
1.63374,-2.340526,-3.443964,1
1.343038,-0.4063216,-1.462205,1
0.7670732,-0.4063216,0.779699,1
-0.5878909,0.6562554,-0.3869446,3
1.566331,-1.300556,-0.980148,1
0.8312566,-0.08514223,0.4899878,1
0.1229755,-0.05742008,-1.129924,3
0.3419071,-0.003829184,-0.04265689,3
1.495676,0.3377609,0.5297023,1
0.2661975,-0.3001038,0.8313816,3
-2.202651,1.337829,1.43203,2
0.09715009,-0.6102612,-0.5132347,3
0.2773316,1.621354,1.772139,2
0.8312566,0.04748934,-0.02200431,1
-0.2958868,-0.9243047,-0.9235372,3
-1.9469,1.191273,1.20228,2
-2.202651,0.6874749,0.8357181,2
0.3100832,-0.6102612,-0.4951286,1
-1.241717,1.017121,1.335752,2
0.04353712,0.6403804,1.10483,2
-0.9454541,-0.6562513,-1.185948,3
-0.4877269,-0.7044005,-0.4925741,3
0.7449266,0.5581597,0.6078395,2
0.4128696,-0.05742008,0.1526982,3
-0.5117356,-0.4832995,-0.4608268,3
-0.4877269,0.3575882,0.4883961,2
-0.4877269,-0.5239522,-0.4792741,3
0.2321086,0.3176283,0.5102609,2
-0.152721,0.671952,0.6628743,2
1.166401,-1.21147,-0.8736891,1
0.9819487,-1.51373,-1.334187,1
0.2773316,0.4524895,0.4695607,2
-0.2958868,-0.5239522,-0.3068922,3
-0.1039626,1.307553,-0.01560817,2
-1.9469,-0.4441286,-2.883698,3
1.672007,-0.4441286,-0.1267523,1
-1.544699,1.202209,1.462931,2
1.641473,-0.7044005,-0.7781848,1
1.469895,-0.4832995,-0.269991,1
1.558194,-1.056615,-1.159473,1
0.2087832,-0.5239522,-0.4997268,3
-0.2767957,-0.05742008,-0.1555009,3
-1.241717,0.5411091,0.5151506,2
1.31431,-0.2344921,-1.039346,1
1.69078,-0.9881128,-0.8399209,1
-0.3555647,0.9414144,0.8265807,2
-0.3763252,1.561484,-0.02882869,2
-0.731768,1.29733,1.872626,2
0.2087832,-0.1426117,-0.3611946,3
1.407879,-0.3697748,-0.3510404,1
-0.2767957,-0.7549554,-0.9067633,3
1.371192,-0.4441286,-0.1700169,1
-1.650062,1.357697,1.314921,2
1.34777,1.041528,1.379584,2
-0.8677651,-0.9243047,-0.9678606,3
-1.305534,-1.646622,-1.104995,3
-0.2958868,-1.056615,-0.8510525,3
-0.5117356,-0.03032627,0.05088544,3
1.694506,-0.3001038,-0.2777367,1
0.4128696,-0.6102612,-0.3073238,1
0.5690389,-0.4832995,-0.3461757,1
-0.3153661,1.287042,2.178892,2
-0.08822051,-0.2668243,0.007266067,3
-1.183244,1.425357,2.012062,2
-0.5117356,0.5411091,0.5462804,2
-0.5117356,0.5916378,1.771255,2
1.122618,-0.2030476,-0.07074097,1
0.02969687,-0.9243047,-1.06821,3
-0.7009894,-1.808572,0.1846458,3
0.2773316,-0.7044005,-0.7340697,1
0.0156712,1.97649,-2.8837,3
0.2661975,0.5063545,0.6476367,2
-0.6712902,1.202209,1.432799,2
-0.07271888,0.5916378,0.7157494,2
0.0156712,-0.4832995,0.0462039,3
-0.4643384,1.687249,2.126904,2
1.541783,-0.5239522,-0.5732545,1
-1.9469,1.1354,1.590042,2
0.3419071,-0.003829184,0.06678776,3
-0.5117356,0.1441156,-0.4796573,3
-0.7009894,-0.9881128,-0.9772405,3
-0.905656,1.017121,2.124739,2
-0.9454541,0.9797488,0.857018,2
1.338291,-0.9881128,-0.967293,1
1.533508,-0.6102612,-0.5991669,1
0.5429412,0.04748934,0.04246613,1
1.239788,0.9670804,1.791177,2
-1.650062,0.1671448,0.226158,3
-1.183244,0.5750006,0.7921007,2
0.001454396,-0.1426117,0.04150736,3
0.02969687,1.112469,1.48982,2
0.3930399,1.089189,1.157799,2
-0.4192842,0.07236286,0.08823919,3
1.371192,-0.4441286,-0.2154568,1
-0.642588,0.3771206,0.6968079,2
0.6195869,-1.056615,-0.9469377,1
-0.6148099,0.2552857,0.5247534,2
0.7223782,-0.3697748,2.191273,2
0.7374559,-0.1426117,-0.230527,1
-0.3975567,0.7330433,1.20992,2
-1.544699,0.2119787,0.8640427,2
0.9120738,-0.4832995,-0.5672913,1
0.5517041,-0.08514223,-0.01560817,1
-1.77865,-0.5239522,-0.5760887,3
1.713001,0.3377609,0.4102451,1
0.8723041,0.1671448,1.536462,2
-1.129197,0.04748934,-0.01835041,3
-1.129197,0.4340436,0.6737772,2
-0.7969513,-0.003829184,0.109269,3
-0.4877269,-1.51373,-1.353525,3
-1.129197,-0.8645151,-0.7599776,3
1.72399,-1.646622,-1.542393,1
0.0156712,-0.08514223,0.01016222,3
0.8856981,1.100873,1.091767,2
-1.183244,1.004767,2.003062,2
1.74213,-1.056615,-0.8169465,1
-1.544699,0.1441156,-0.00486418,3
-1.07888,0.9670804,1.333578,2
-0.6148099,0.2119787,0.8495369,2
-0.07271888,0.4340436,0.5749287,2
-2.202651,0.3575882,0.3469414,2
-1.305534,1.1354,1.585116,2
-0.5364034,1.638072,1.934984,2
-0.5878909,0.7028283,0.7695276,2
1.208817,-0.7044005,-0.4064469,1
-0.5364034,-0.113527,0.5498421,3
0.6681051,0.120655,0.3066896,1
0.1728361,0.02210035,0.3554808,3
-1.375957,-0.2668243,-0.05024631,3
-0.731768,0.1671448,0.4393891,3
0.2883557,0.3771206,0.2635556,3
-0.7637197,-0.9243047,-0.8382071,3
0.09715009,-0.4441286,-0.6777133,3
-1.375957,0.954303,1.543777,2
1.598437,-0.08514223,-0.01606748,1
-0.4877269,1.773857,1.792369,2
0.4610032,0.8058882,0.6515183,2
-2.202651,0.04748934,0.3290443,3
0.5429412,-0.4832995,-0.4834273,1
-1.650062,0.6562554,0.5692785,2
0.8856981,0.4340436,0.488167,2
0.1849506,-0.5662212,-0.7799494,3
-1.544699,0.1441156,-0.008672967,3
-0.4415349,1.695307,1.799899,2
0.3419071,0.4524895,0.3979532,2
-1.650062,0.6562554,0.1649691,2
-1.544699,0.3771206,0.5449844,2
-0.5364034,1.337829,1.788063,2
0.1849506,0.2338156,0.3135474,3
0.6113084,-0.3001038,-0.2774298,1
1.065804,-0.9243047,-0.785823,1
1.34777,-0.4441286,-0.4172347,1
1.687044,0.1671448,0.2395161,1
0.2661975,0.04748934,0.5245067,3
0.09715009,-0.2668243,-0.3271003,3
0.7670732,1.434795,-0.1093468,2
0.72994,-0.7549554,-0.6745591,1
1.357185,0.5916378,1.982778,2
1.421396,-1.400185,1.532023,1
0.3626365,-1.646622,-1.24754,1
0.635976,1.041528,1.894538,2
-0.07271888,1.017121,1.027864,2
-1.305534,0.6562554,1.318295,2
0.7960043,-0.6102612,-0.200935,1
1.694506,0.2119787,1.161544,1
1.371192,-0.113527,0.6650478,1
1.234675,-0.9243047,0.8681931,1
0.04353712,0.4153391,0.383544,2
-0.8677651,0.6243224,0.8679987,2
-0.7637197,0.3377609,0.2721069,3
-0.731768,-0.1724371,0.1404556,3
-1.544699,1.157993,1.578381,2
-1.9469,0.9020593,1.088583,2
-1.241717,0.4886375,-0.0627627,3
-1.77865,-0.7549554,-0.5976454,3
-1.183244,-0.5239522,-0.2571638,3
0.1101408,-1.646622,-1.35258,1
1.133697,-0.4832995,-0.5507314,1
1.452448,-0.3343962,-0.38221,1
-0.05744954,0.2119787,0.3439431,3
-0.7969513,-0.8082091,-0.3213734,3
1.08882,-0.3001038,-0.3573925,1
-0.3352522,-0.2344921,-0.2199471,3
0.9942601,-0.3001038,-0.2186443,1
1.469895,-0.1426117,-0.1638573,1
-0.1866017,-0.7549554,-0.8056031,3
0.5072266,-2.020056,-1.18279,1
0.865554,0.2552857,0.5801371,1
0.4515349,-0.2030476,-0.06640149,1
1.554109,-1.646622,-1.01852,1
1.054146,-0.7044005,1.016285,1
-1.77865,0.4886375,0.4433009,2
1.249959,-1.400185,-1.347761,1
0.1849506,0.2552857,0.4155791,2
0.2321086,-1.51373,1.21312,3
0.04353712,-0.3343962,-0.38935,3
-1.77865,1.004767,0.9731936,2
-1.45478,-0.3343962,-0.3220283,3
-1.77865,0.4340436,0.5308535,2
1.713001,-0.9243047,-0.7372599,1
1.474224,-1.130683,-0.8505797,1
-0.4415349,-0.2668243,-0.4192062,3
0.8450868,-0.3697748,-0.3476332,1
1.562268,-0.6102612,-0.5811391,1
0.02969687,1.781516,1.790306,2
1.024543,-0.9243047,-1.146729,1
-0.3975567,1.327801,0.1050167,2
0.8381906,1.255766,1.85001,2
0.1728361,-0.05742008,0.6394069,3
0.1229755,1.169166,1.151073,2
-0.5117356,0.3575882,-0.548245,3
1.495676,-0.2668243,-0.4829073,1
-0.7009894,0.9670804,0.3578008,2
-0.4643384,0.3377609,0.5664355,2
0.4610032,0.3176283,-1.142078,1
1.590476,-0.5239522,-0.612599,1
0.560403,0.875224,1.305849,2
0.2773316,1.2452,0.8096313,2
1.234675,0.2338156,0.6261439,1
-0.07271888,-1.400185,-0.182742,3
0.7960043,-1.808572,-1.09224,1
-0.5878909,1.029374,1.041972,2
1.562268,-0.3001038,-0.08803422,1
1.100181,1.157993,1.091215,2
0.3313985,-0.9881128,-0.4243429,1
1.731272,0.6080766,-0.02154309,1
1.558194,-1.646622,-0.4387275,1
0.8312566,-2.020056,-0.5077069,1
0.0156712,0.8887032,1.541902,2
-1.650062,1.612932,1.031547,2
-0.8315856,0.2971794,0.3202997,3
-0.1866017,-0.9243047,-0.09899408,3
1.533508,-1.300556,-0.6170274,1
-1.241717,-0.8645151,0.9687399,3
-0.6148099,0.1441156,0.1343898,3
0.3728611,-1.300556,-0.5893502,1
0.08399905,0.7028283,0.6801578,2
0.1481937,0.9020593,0.8678599,2
1.249959,-1.300556,-0.5777289,1
-0.642588,0.8478861,-0.4247091,3
1.100181,-1.808572,-0.5362695,1
-0.4643384,-0.05742008,-0.9391897,3
-0.2397108,-0.3697748,-0.4983523,3
1.203587,-1.646622,-0.8460205,1
1.487133,-1.056615,-1.127175,1
-0.8315856,0.7028283,-0.1731692,3
-1.07888,0.5581597,1.966602,2
0.02969687,-1.646622,-0.7573814,1
-0.2767957,1.029374,1.481769,2
-0.6712902,0.7479126,2.051077,2
-1.77865,-0.3697748,1.136247,2
-1.544699,0.3176283,1.711942,2
0.8723041,-0.4441286,-0.4614927,1
0.8031341,1.180259,2.000988,2
0.7223782,-2.020056,-0.03106806,1
-1.305534,0.3575882,0.8213309,2
-0.8677651,-0.2344921,-1.025322,3
0.9506527,-0.2344921,-0.3721745,1
0.09715009,-0.2030476,-0.9784598,3
0.3728611,-0.1426117,0.4286552,3
-1.544699,0.2119787,0.1208577,3
-0.3763252,0.875224,1.436089,2
0.6760069,-1.130683,-1.282236,1
0.2661975,-0.2668243,-0.3628745,3
-0.642588,1.157993,-0.01154409,2
-1.9469,1.396708,1.500567,2
-0.8677651,0.5581597,0.5243497,2
-0.9454541,1.29733,1.004594,2
-0.5878909,-1.130683,-1.237577,3
-0.1695168,1.112469,0.363679,2
0.7449266,0.7479126,0.1061392,2
1.63374,-2.340526,-3.410929,1
-0.3555647,-0.1724371,-0.01434185,3
1.582471,-0.4063216,-0.2585051,1
0.8381906,1.112469,0.9191716,2
-0.905656,1.276685,1.429797,2
-1.9469,-0.4063216,1.276929,2
-1.241717,0.5916378,0.5567562,2
-1.45478,0.8200235,0.8970194,2
-1.183244,-0.6562513,-0.5389912,3
1.652996,-0.5662212,-1.267291,1
-1.375957,-0.7044005,-0.700186,3
-1.305534,1.029374,1.275446,2
0.382995,1.180259,0.2292529,2
-1.183244,-1.056615,-1.040726,3
-1.77865,-0.08514223,0.7171866,2
0.5945787,-1.51373,-1.138777,1
-1.375957,1.587407,-0.2789073,2
1.166401,-1.21147,-1.101707,1
1.239788,-0.4441286,0.1838154,1
0.918584,-1.130683,-1.730533,1
-0.4877269,-0.5239522,-0.4426125,3
1.37583,-0.05742008,-0.431774,1
-0.7969513,-1.646622,-1.321808,3
-2.202651,0.7916127,0.7380326,2
0.2205078,-0.1724371,-0.1117691,3
1.598437,0.9797488,-0.1282784,1
-0.4643384,-0.8645151,-0.3636947,3
-0.6712902,-0.1426117,-0.1835279,3
-0.6712902,-0.2668243,-0.3529508,3
-1.650062,0.7180164,0.3953989,2
0.2661975,-1.51373,-0.8967813,1
-0.7009894,0.6243224,0.7203886,2
1.155587,-0.2344921,-0.2719374,1
0.5517041,-0.1426117,-0.1290851,1
1.698223,-1.300556,-1.205469,1
0.5429412,-1.400185,-1.084441,1
1.030517,-0.2030476,-0.2472126,1
-0.01295959,-1.646622,-1.411976,1
1.716673,-0.7549554,-0.973092,1
-1.241717,1.157993,0.8309662,2
-1.77865,1.337829,2.201767,2
-0.05744954,1.789142,2.192102,2
0.2087832,0.2552857,0.2532375,3
-1.375957,-2.340526,-0.8860168,3
-1.650062,1.434795,1.773274,2
0.09715009,0.09674419,0.1148573,3
-2.202651,0.1671448,0.4360001,3
-0.6712902,0.2552857,0.0704195,3
-0.4643384,-1.056615,0.7694202,3
-1.129197,1.065546,0.2658817,2
-0.2958868,0.7479126,0.5058787,2
-0.02757708,0.02210035,0.04495904,3
0.0156712,-0.1724371,0.3764019,3
0.7960043,0.2764026,0.3695729,1
0.2883557,-0.2344921,0.4029413,3
-1.241717,0.1671448,0.09603548,3
1.439222,-0.8082091,-0.2423117,1
1.594461,-0.08514223,-0.08578597,1
0.4797121,-0.6102612,-0.5987177,1
-0.4643384,-0.03032627,0.02437198,3
-0.4415349,1.935002,2.053248,2
-0.9873929,1.462783,1.248829,2
0.09715009,-0.8082091,0.06593458,3
1.239788,-0.6102612,-0.4964079,1
0.09715009,0.7916127,0.7244155,2
-0.6148099,-1.21147,-0.6865824,3
1.421396,-1.21147,-0.9556589,1
1.439222,-0.7549554,-0.5931178,1
0.1969319,-1.056615,-0.7498879,1
1.128169,-0.9881128,-0.4990852,1
-1.031754,0.6562554,0.6399316,2
-0.642588,0.2971794,-0.3205403,3
0.3100832,-0.7549554,-1.231256,1
-1.183244,-2.020056,-0.5059315,3
1.133697,-1.130683,-0.80814,1
1.495676,-1.300556,-0.9778141,1
0.7374559,-0.4441286,0.4163329,1
-2.202651,1.213069,0.1708443,2
-1.650062,-1.400185,-0.8347881,3
1.059988,-1.400185,-1.56951,1
-1.650062,-0.6102612,-0.6025414,3
0.931507,-0.2030476,-0.6839411,1
-0.731768,-0.3697748,-0.5630021,3
0.1849506,-0.3001038,-0.2644158,3
-0.731768,-0.1724371,1.173434,2
0.1849506,-1.400185,-1.456427,1
0.4797121,-2.340526,-0.8751087,1
1.34777,-1.21147,-1.302347,1
-0.2767957,-1.21147,-0.7633333,3
-1.77865,-0.5239522,0.6177489,3
0.72994,-2.020056,-1.558886,1
-0.2039873,0.5063545,1.02158,2
-1.77865,0.3176283,0.2224225,3
-0.4643384,1.543974,0.9597927,2
-1.241717,1.415864,1.533646,2
0.635976,-0.1426117,-0.2171229,1
-0.7009894,0.7626283,0.4926638,2
-0.7637197,0.8478861,0.6457031,2
1.371192,-2.340526,-1.822275,1
1.504169,0.3771206,-0.7325203,1
0.4323637,0.4153391,0.4196549,2
-1.544699,1.508385,1.43161,2
0.2661975,-0.7549554,-0.7200937,1
0.4323637,-2.020056,-1.526295,1
-0.6712902,0.2338156,0.553705,2
1.474224,-1.808572,-1.438118,1
1.525185,-1.300556,-1.258711,1
0.2087832,1.1354,1.198422,2
1.161005,-2.340526,2.062264,1
-0.1039626,1.481177,1.749718,2
-0.7009894,0.5581597,0.4667315,2
0.560403,0.2338156,-0.3348566,1
0.3419071,1.453507,1.650791,2
-0.7969513,-0.4063216,-0.5942107,3
-0.2767957,-1.300556,0.001800518,3
-0.5878909,-0.6562513,-0.8078074,3
-1.183244,-1.646622,0.1476741,3
-0.9873929,0.9020593,1.147308,2
1.193065,0.7479126,0.7722195,2
-1.45478,-0.7549554,-0.2152373,3
0.8381906,-2.340526,-5.764651,1
-0.4192842,0.8887032,0.4775699,2
-0.1199539,0.9414144,1.183468,2
0.4419889,0.8058882,0.7235148,2
-1.241717,1.317709,0.8942012,2
-0.7009894,-1.646622,-1.352858,3
1.679544,-1.21147,-1.244287,1
0.6760069,0.8478861,1.122244,2
-0.1695168,0.1441156,0.5339456,2
1.558194,0.1441156,-0.3530729,1
-0.7969513,0.5916378,0.2551427,2
-0.3555647,1.425357,0.8295685,2
0.09715009,-0.8645151,0.1477875,3
-0.5617728,-0.113527,-1.228636,3
-1.305534,0.2764026,-0.3286758,3
-1.650062,0.1671448,-0.4839022,3
-0.1695168,0.7028283,-0.2031812,3
0.1101408,-0.6562513,-0.6571597,3
-0.1866017,-0.9881128,-1.204406,3
-0.9454541,1.841598,1.125327,2
1.499929,-2.340526,-1.475875,1
-0.2767957,0.875224,1.034876,2
-1.129197,-2.020056,-1.235369,3
-0.7969513,-0.2030476,-0.7158999,3
0.4419889,0.5581597,0.4071326,2
0.05719746,-0.2030476,-1.21979,3
0.7816223,-1.808572,-1.550039,1
-1.129197,1.191273,1.242618,2
-1.183244,2.152099,2.211148,2
-0.7969513,0.2338156,0.3560022,3
-1.183244,0.4524895,0.35522,2
-0.9454541,-1.21147,-0.7451776,3
0.02969687,1.578811,0.7283537,2
0.4323637,-0.4441286,-0.4842868,1
-1.183244,0.4340436,0.719867,2
-1.241717,1.517355,0.2408643,2
0.001454396,0.9797488,1.016756,2
1.499929,-1.51373,-0.52981,1
0.6760069,-1.300556,-1.148804,1
0.7147698,-1.51373,-1.535979,1
0.2661975,-0.4832995,0.2916838,3
1.37583,0.6080766,0.3276049,1
1.17713,-1.51373,-1.029216,1
0.04353712,1.180259,1.496769,2
1.521006,-0.7044005,-1.266593,1
1.187774,-1.130683,-0.7241921,1
0.2992721,-2.020056,-0.4741028,1
1.309464,-1.056615,-1.037778,1
-1.031754,2.010336,0.8738757,2
0.2205078,0.1671448,-0.01337703,3
1.239788,0.4886375,-1.302451,1
-0.6148099,0.07236286,0.1680494,3
-1.129197,-0.113527,0.1016587,3
1.474224,-0.4441286,-0.5396786,1
0.4515349,0.6243224,0.07633369,2
0.5945787,-0.8645151,-0.6892843,1
1.193065,0.470685,-0.02138408,1
0.4226578,-0.2668243,-1.201823,1
-0.08822051,-0.7044005,-0.3213337,3
-0.8315856,1.517355,1.335621,2
-0.8315856,-0.3343962,-0.1882531,3
0.699411,-0.3001038,-0.253355,1
0.4128696,-0.4063216,0.1457024,3
0.9250617,-0.003829184,0.5438648,1
-1.650062,-0.8082091,-0.4029493,3
-0.9873929,-2.340526,-2.883705,3
-1.07888,0.04748934,0.1273804,3
0.0706831,0.9152949,-0.6315211,3
0.05719746,-1.21147,-0.09053653,3
1.504169,-1.130683,0.4453709,1
1.47854,-0.9881128,-0.8982011,1
-0.05744954,0.9670804,1.46725,2
-0.3352522,1.089189,-0.9738417,3
-0.4643384,-0.7549554,-0.6727455,3
0.6029726,-0.7044005,-1.125909,1
0.09715009,-0.1724371,-0.03599103,3
-0.905656,-1.21147,-0.7222385,3
-0.2580757,0.2338156,-0.1156229,3
0.09715009,-0.9881128,-1.181081,1
0.6760069,0.8887032,0.2859502,2
-0.8315856,0.09674419,0.5630945,2
0.04353712,-1.300556,-1.342588,1
1.716673,-0.8082091,-0.9119766,1
-0.6712902,1.870874,1.847014,2
0.918584,0.1441156,-0.4671454,1
-0.2958868,-0.1426117,-0.05538287,3
1.122618,0.3963678,0.360526,1
0.7888339,-1.51373,-1.377717,1
-1.305534,0.4886375,1.45496,2
-2.202651,-2.020056,-0.469624,3
1.499929,-1.51373,-1.111193,1
0.9757493,-0.4441286,-0.4578569,1
0.5252187,0.8340219,0.006985485,2
0.9120738,-2.340526,-1.528065,1
-1.650062,0.8340219,1.392481,2
0.660152,-2.340526,-2.04679,1
-0.6712902,0.4524895,0.8830884,2
-1.375957,1.157993,0.9632463,2
-1.241717,0.7771938,0.601899,2
-1.650062,-0.3001038,-0.02377106,3
-0.7009894,0.7916127,1.048091,2
-1.9469,0.7479126,-0.05583891,2
0.09715009,1.444178,1.489438,2
-2.202651,-0.5239522,0.04190312,3
0.1728361,1.191273,0.993733,2
0.1969319,-0.9881128,-0.07436746,3
-0.8677651,-0.3343962,-0.9008813,3
-1.77865,-0.4832995,0.2505347,3
0.3100832,-0.9243047,0.09355392,1
1.69078,-0.6562513,0.8279995,1
-0.4415349,-0.5662212,0.1863053,3
0.4226578,0.3771206,0.6622838,2
-0.9873929,-0.4832995,-0.4901387,3
0.2549507,0.3377609,0.2601458,3
0.9055304,-0.3697748,-0.3187174,1
1.182462,0.3963678,0.3435804,1
1.469895,0.1441156,0.2345403,1
1.024543,-0.4441286,-0.6020909,1
0.1481937,1.287042,1.74871,2
1.537651,-0.4441286,-0.4309076,1
0.1728361,-1.21147,-0.5120298,1
0.09715009,-0.8082091,-0.7932489,3
-1.129197,-0.7044005,-0.753585,3
-0.905656,0.1671448,0.4056644,3
0.1229755,-0.7044005,-0.4388582,3
-1.305534,-0.2668243,-0.4058739,3
0.1849506,0.3377609,0.1906253,3
0.6760069,-0.113527,0.09267191,1
0.2883557,0.1441156,0.2243116,3
1.452448,0.954303,-0.005760383,1
1.504169,-0.2030476,-0.3045205,1
0.02969687,-0.3697748,-0.3198267,3
-1.77865,1.735035,2.056661,2
-0.8315856,0.5063545,0.5013147,2
0.1356585,-0.5239522,-2.883705,1
-1.241717,1.415864,1.524005,2
-0.1039626,-2.340526,-1.584154,1
1.452448,-0.2030476,0.01523985,1
0.3930399,-0.4063216,-0.4286579,1
0.05719746,1.646368,2.174838,2
0.2992721,0.04748934,0.2305832,3
0.4797121,0.3771206,0.5320262,2
-0.5878909,1.041528,-0.06581078,2
1.554109,-0.7549554,-0.8258594,1
1.74213,-0.03032627,-0.1295658,1
0.6681051,-0.003829184,0.02104101,1
-1.129197,0.3377609,0.2638843,3
0.2321086,-0.8645151,-0.1133297,3
1.198336,-2.340526,-1.556663,1
-1.9469,1.695307,1.604063,2
1.094512,-0.4832995,-0.5926462,1
-0.7009894,0.2552857,0.8438267,2
0.2087832,0.07236286,1.034443,2
1.133697,-0.3001038,-0.2691523,1
0.7147698,0.07236286,0.01187228,1
-0.8315856,-1.808572,-1.4526,3
-2.202651,-0.9881128,-0.7388445,3
0.2205078,-0.2668243,-0.06598961,3
-1.241717,-0.1724371,0.4972284,3
0.5517041,-0.6102612,-0.8553179,1
0.7670732,-0.3697748,0.9039874,1
-0.2039873,-0.5662212,0.1472488,3
-1.544699,-0.2344921,0.04200965,3
0.09715009,-0.7044005,-0.8318136,3
0.7743689,-1.056615,-1.120152,1
-0.2767957,1.1354,1.281424,2
-0.08822051,1.377322,1.783553,2
0.560403,0.7916127,1.105305,2
-2.202651,1.654624,2.293425,2
-0.7969513,-0.2030476,-0.04943527,3
-1.183244,0.7330433,-0.8398586,3
-1.129197,0.6243224,0.5174944,2
-0.7969513,0.3963678,0.05392271,3
0.1356585,0.2338156,0.7903838,2
0.2205078,-1.056615,-0.1301327,1
-1.9469,-0.9243047,-0.9095002,3
-0.9873929,1.719255,2.223149,2
1.443645,0.3963678,-0.6538538,1
0.4128696,-0.8645151,-0.6204808,1
-0.6712902,0.5411091,0.6238478,2
-0.8677651,1.955868,2.251764,2
-0.642588,-0.5662212,-0.6326517,3
-0.5617728,0.6874749,1.422799,2
1.461198,-2.020056,-0.03748572,1
0.9819487,-0.6562513,-0.4763934,1
-0.6148099,0.3771206,0.5181137,2
-0.8315856,0.5916378,1.196224,2
-0.5117356,-0.6562513,-0.9555187,3
-0.2958868,-0.2668243,0.9528402,2
1.083103,-1.056615,-1.108088,1
0.0156712,0.120655,0.09264249,3
0.4889555,-0.6102612,-0.6171542,1
-1.129197,1.065546,0.6019847,2
0.4797121,-1.056615,-1.022423,1
0.05719746,-0.4441286,-0.3473091,3
1.357185,0.5750006,-0.8057539,1
1.128169,0.9020593,0.9411044,2
1.059988,0.5238428,0.6116714,2
-0.3153661,0.8340219,0.9497668,2
